reviewer_name,show_title,season_num,review_score
Audience Choice,Nightfall Legends Silent,2,895
Letterboxd,Nightfall Legends Silent,2,1
Audience Choice,Nightfall Legends Silent,4,979
Metacritic,Nightfall Legends Silent,4,96
Rotten Tomatoes,Nightfall Legends Silent,4,60
Roger Ebert,Nightfall Legends Silent,4,4
Audience Choice,Phantom Eclipse River,1,445
FilmAffinity,Phantom Eclipse River,1,0
Letterboxd,Phantom Eclipse River,1,1
Critic Circle,Phantom Eclipse River,1,3
IGN,Phantom Eclipse River,1,9
Roger Ebert,Phantom Eclipse River,1,2
Rotten Tomatoes,Phantom Eclipse River,1,25
Audience Choice,Phantom Eclipse River,2,878
CinemaScore,Phantom Eclipse River,2,20
IGN,Phantom Eclipse River,2,0
FilmAffinity,Phantom Eclipse River,2,9
IMDb,Phantom Eclipse River,2,4
Critic Circle,Phantom Eclipse River,2,3
Roger Ebert,Phantom Eclipse River,3,1
Audience Choice,Phantom Eclipse River,4,296
Critic Circle,Phantom Eclipse River,4,0
Roger Ebert,Phantom Eclipse River,4,2
CinemaScore,Phantom Eclipse River,4,68
IGN,Phantom Eclipse River,4,0
Letterboxd,Phantom Eclipse River,4,3
Rotten Tomatoes,Phantom Eclipse River,4,97
Roger Ebert,Kingdom Ancient Midnight,1,2
Critic Circle,Kingdom Ancient Midnight,2,3
IMDb,Kingdom Ancient Midnight,2,1
Audience Choice,Kingdom Ancient Midnight,2,704
Metacritic,Kingdom Ancient Midnight,2,8
Roger Ebert,Kingdom Ancient Midnight,2,4
Letterboxd,Kingdom Ancient Midnight,2,4
FilmAffinity,Kingdom Ancient Midnight,2,6
Rotten Tomatoes,Kingdom Ancient Midnight,2,89
Critic Circle,Future Silver,1,2
IMDb,Future Silver,1,1
Rotten Tomatoes,Future Silver,1,62
Letterboxd,Future Silver,1,2
IGN,Future Silver,1,2
Roger Ebert,Future Silver,1,2
Metacritic,Future Silver,1,50
Audience Choice,Fading Silver Horizon,1,408
Critic Circle,Fading Silver Horizon,1,0
Roger Ebert,Fading Silver Horizon,1,3
Letterboxd,Fading Silver Horizon,1,1
Rotten Tomatoes,Fading Silver Horizon,1,55
CinemaScore,Fading Silver Horizon,1,7
IGN,Fading Silver Horizon,2,9
Audience Choice,Fading Silver Horizon,2,980
Roger Ebert,Fading Silver Horizon,2,2
Rotten Tomatoes,Fading Silver Horizon,2,49
Critic Circle,Fading Silver Horizon,2,3
Letterboxd,Fading Silver Horizon,2,5
IMDb,Fading Silver Horizon,2,7
FilmAffinity,Fading Silver Horizon,2,7
FilmAffinity,Fading Silver Horizon,3,9
CinemaScore,Fading Silver Horizon,3,93
Critic Circle,Fading Silver Horizon,4,4
CinemaScore,Fading Silver Horizon,4,61
IGN,Fading Silver Horizon,4,1
Audience Choice,Fading Silver Horizon,4,199
Roger Ebert,Voyager Past Fading,1,2
FilmAffinity,Voyager Past Fading,1,10
Critic Circle,Voyager Past Fading,1,3
Rotten Tomatoes,Voyager Past Fading,1,45
IGN,Voyager Past Fading,1,0
CinemaScore,Voyager Past Fading,1,22
IMDb,Voyager Past Fading,1,9
IMDb,Voyager Eternal Silent,1,9
CinemaScore,Voyager Eternal Silent,1,48
Letterboxd,Voyager Eternal Silent,1,2
Rotten Tomatoes,Voyager Eternal Silent,2,35
Metacritic,Voyager Eternal Silent,2,67
CinemaScore,Voyager Eternal Silent,2,40
FilmAffinity,Voyager Eternal Silent,2,5
Audience Choice,Voyager Eternal Silent,2,858
IMDb,Voyager Eternal Silent,2,7
Roger Ebert,Voyager Eternal Silent,2,2
Metacritic,Voyager Eternal Silent,3,96
Letterboxd,Voyager Eternal Silent,3,2
FilmAffinity,Voyager Eternal Silent,3,1
CinemaScore,Voyager Eternal Silent,3,33
Roger Ebert,Voyager Eternal Silent,3,4
IMDb,Voyager Eternal Silent,4,10
Audience Choice,Voyager Eternal Silent,4,304
Metacritic,Voyager Eternal Silent,4,29
IGN,Voyager Eternal Silent,4,8
Critic Circle,Voyager Eternal Silent,4,5
FilmAffinity,Voyager Eternal Silent,4,0
Roger Ebert,Silent Future Eternal,1,4
Critic Circle,Silent Future Eternal,1,5
IMDb,Silent Future Eternal,1,8
CinemaScore,Silent Future Eternal,1,18
Letterboxd,Silent Future Eternal,1,5
Metacritic,Silent Future Eternal,1,16
IGN,Silent Future Eternal,1,2
Critic Circle,Silent Legends Neon,1,0
Rotten Tomatoes,Silent Legends Neon,1,27
FilmAffinity,Silent Legends Neon,1,10
CinemaScore,Silent Legends Neon,1,70
IGN,Silent Legends Neon,1,3
Metacritic,Silent Legends Neon,1,87
Letterboxd,Silent Legends Neon,1,3
IMDb,Silent Legends Neon,1,1
FilmAffinity,Silent Legends Neon,2,6
Audience Choice,Silent Legends Neon,2,259
Roger Ebert,Silent Legends Neon,2,2
Metacritic,Silent Legends Neon,2,34
IGN,Silent Legends Neon,2,8
IMDb,Silent Legends Neon,2,9
Rotten Tomatoes,Silent Legends Neon,2,95
Critic Circle,Silent Legends Neon,2,1
Rotten Tomatoes,Ancient Golden,1,85
FilmAffinity,Ancient Golden,1,1
Audience Choice,Ancient Golden,1,665
IGN,Ancient Golden,1,6
Critic Circle,Ancient Golden,1,1
Metacritic,Ancient Golden,1,53
CinemaScore,Ancient Golden,1,5
CinemaScore,Ancient Golden,2,75
IMDb,Ancient Golden,2,2
FilmAffinity,Ancient Golden,3,8
IGN,Ancient Golden,3,9
Letterboxd,Ancient Golden,3,3
Roger Ebert,Ancient Golden,3,0
IMDb,Ancient Golden,4,7
Letterboxd,Ancient Golden,4,5
IGN,Ancient Golden,4,9
Roger Ebert,Ancient Golden,4,4
Metacritic,Ancient Golden,4,66
IGN,Kingdom Sky Secret,1,5
Rotten Tomatoes,Kingdom Sky Secret,1,79
Roger Ebert,Kingdom Sky Secret,1,2
Critic Circle,Kingdom Sky Secret,1,0
Letterboxd,Kingdom Sky Secret,1,1
IMDb,Kingdom Sky Secret,1,2
Audience Choice,Kingdom Sky Secret,1,911
Metacritic,Kingdom Sky Secret,1,96
CinemaScore,Kingdom Sky Secret,1,35
CinemaScore,Secret Nightfall,2,63
Letterboxd,Secret Nightfall,2,0
FilmAffinity,Secret Nightfall,3,10
Metacritic,Secret Nightfall,3,96
Letterboxd,Secret Nightfall,3,4
CinemaScore,Secret Nightfall,4,99
Critic Circle,Secret Nightfall,4,3
Rotten Tomatoes,Secret Nightfall,4,33
Letterboxd,Secret Nightfall,4,3
Metacritic,Secret Nightfall,4,44
IMDb,Broken Fury,1,3
Letterboxd,Broken Fury,1,4
Metacritic,Broken Fury,1,88
IGN,Broken Fury,1,2
Critic Circle,Broken Fury,1,4
Roger Ebert,Broken Fury,1,4
Roger Ebert,Broken Fury,2,2
Rotten Tomatoes,Broken Fury,2,55
IGN,Broken Fury,2,6
IMDb,Broken Fury,2,1
Critic Circle,Broken Fury,2,2
Audience Choice,Broken Fury,2,356
Metacritic,Broken Fury,2,90
Critic Circle,Broken Fury,3,1
Audience Choice,Broken Fury,3,181
FilmAffinity,Broken Fury,3,7
IMDb,Broken Fury,3,10
IGN,Broken Fury,3,3
Letterboxd,Broken Fury,3,3
FilmAffinity,Nightfall Fading,1,1
Rotten Tomatoes,Nightfall Fading,1,67
Letterboxd,Nightfall Fading,2,2
Critic Circle,Nightfall Fading,3,2
CinemaScore,Nightfall Fading,3,23
Rotten Tomatoes,Nightfall Fading,3,11
IMDb,Nightfall Fading,3,3
FilmAffinity,Nightfall Fading,3,10
Critic Circle,Nightfall Fading,4,3
FilmAffinity,Nightfall Fading,4,9
Audience Choice,Nightfall Fading,4,19
Letterboxd,Nightfall Fading,4,3
Metacritic,Nightfall Fading,4,79
Roger Ebert,Rising Star,1,0
Critic Circle,Rising Star,1,2
Metacritic,Rising Star,1,92
Letterboxd,Rising Star,1,1
Rotten Tomatoes,Rising Star,1,9
IGN,Rising Star,1,5
FilmAffinity,Rising Star,1,7
CinemaScore,Rising Star,1,4
Critic Circle,Rising Star,3,3
Letterboxd,Rising Star,3,5
Roger Ebert,Rising Star,3,0
IGN,Rising Star,3,1
FilmAffinity,Rising Star,3,8
Rotten Tomatoes,Rising Star,4,51
FilmAffinity,Rising Star,4,3
Audience Choice,Rising Star,4,668
Letterboxd,Rising Star,4,5
IMDb,Rising Star,4,6
Metacritic,Shadow Crimson,1,36
Rotten Tomatoes,Shadow Crimson,1,72
FilmAffinity,Shadow Crimson,1,2
IGN,Shadow Crimson,1,2
Audience Choice,Shadow Crimson,1,916
Roger Ebert,Shadow Crimson,1,4
CinemaScore,Shadow Crimson,1,43
IMDb,Shadow Crimson,1,0
Audience Choice,Shadow Crimson,3,993
Letterboxd,Shadow Crimson,3,2
FilmAffinity,Shadow Crimson,3,1
IGN,Shadow Crimson,3,1
CinemaScore,Shadow Crimson,3,63
Metacritic,Shadow Crimson,3,80
Roger Ebert,Golden Crimson,1,4
CinemaScore,Golden Crimson,1,3
IMDb,Golden Crimson,1,6
IGN,Golden Crimson,1,6
FilmAffinity,Golden Crimson,1,5
Rotten Tomatoes,Golden Crimson,2,62
IGN,Golden Crimson,2,9
Audience Choice,Golden Crimson,2,789
FilmAffinity,Golden Crimson,3,7
Critic Circle,Golden Crimson,3,4
IGN,Golden Crimson,3,8
Metacritic,Golden Crimson,3,57
Rotten Tomatoes,Golden Crimson,3,31
IMDb,Golden Crimson,3,6
IGN,Horizon Kingdom Golden,2,3
FilmAffinity,Horizon Kingdom Golden,2,3
CinemaScore,Horizon Kingdom Golden,2,72
Metacritic,Horizon Kingdom Golden,2,60
Roger Ebert,Horizon Kingdom Golden,2,1
Letterboxd,Horizon Kingdom Golden,2,4
Rotten Tomatoes,Horizon Kingdom Golden,2,1
CinemaScore,Horizon Echo Golden,1,10
Rotten Tomatoes,Horizon Echo Golden,1,64
Roger Ebert,Horizon Echo Golden,1,4
FilmAffinity,Horizon Echo Golden,1,10
IGN,Horizon Echo Golden,1,0
Audience Choice,Horizon Echo Golden,1,34
Metacritic,Horizon Echo Golden,1,80
Critic Circle,Horizon Echo Golden,1,2
Critic Circle,Horizon Echo Golden,2,0
CinemaScore,Horizon Echo Golden,2,12
FilmAffinity,Horizon Echo Golden,2,7
Audience Choice,Horizon Echo Golden,2,223
IMDb,Horizon Echo Golden,2,7
Roger Ebert,Voyager Midnight,1,2
Letterboxd,Voyager Midnight,1,2
FilmAffinity,Voyager Midnight,1,2
Audience Choice,Voyager Midnight,1,110
CinemaScore,Voyager Midnight,1,34
Critic Circle,Voyager Midnight,1,4
Metacritic,Voyager Midnight,1,60
Rotten Tomatoes,Voyager Midnight,1,86
Roger Ebert,Voyager Midnight,2,0
Roger Ebert,Fury Whispers Silver,1,0
FilmAffinity,Fury Whispers Silver,1,0
IMDb,Fury Whispers Silver,1,4
IGN,Fury Whispers Silver,1,4
CinemaScore,Fury Whispers Silver,1,50
Rotten Tomatoes,Fury Whispers Silver,1,75
Audience Choice,Fury Whispers Silver,1,567
Metacritic,Fury Whispers Silver,1,40
Letterboxd,Fury Whispers Silver,1,2
Audience Choice,Past Nightfall Crystal,1,856
FilmAffinity,Past Nightfall Crystal,1,10
CinemaScore,Past Nightfall Crystal,1,35
Critic Circle,Past Nightfall Crystal,2,4
Roger Ebert,Past Nightfall Crystal,2,0
Metacritic,Past Nightfall Crystal,2,51
IMDb,Past Nightfall Crystal,2,6
FilmAffinity,Past Nightfall Crystal,2,7
Audience Choice,Past Nightfall Crystal,2,644
Rotten Tomatoes,Past Nightfall Crystal,2,49
CinemaScore,Past Nightfall Crystal,2,57
Rotten Tomatoes,Future Sky Eternal,1,13
Critic Circle,Future Sky Eternal,3,2
FilmAffinity,Future Sky Eternal,3,9
IMDb,Future Sky Eternal,3,4
Rotten Tomatoes,Future Sky Eternal,3,54
CinemaScore,Future Sky Eternal,3,22
IGN,Future Sky Eternal,3,4
Metacritic,Future Sky Eternal,4,21
Metacritic,Echo Broken,1,40
CinemaScore,Echo Broken,1,9
FilmAffinity,Echo Broken,1,4
Letterboxd,Echo Broken,1,3
Critic Circle,Echo Broken,2,2
Roger Ebert,Echo Broken,2,1
CinemaScore,Echo Broken,2,69
IGN,Echo Broken,2,2
Audience Choice,Echo Broken,2,738
FilmAffinity,Echo Broken,2,9
Rotten Tomatoes,Legends Future,1,19
Roger Ebert,Legends Future,1,3
Metacritic,Legends Future,2,66
Letterboxd,Legends Future,3,3
FilmAffinity,Legends Future,3,7
CinemaScore,Legends Future,3,97
Critic Circle,Legends Future,3,1
Roger Ebert,Legends Future,3,2
Rotten Tomatoes,Legends Future,3,17
Metacritic,Fading Storm Golden,1,41
Letterboxd,Fading Storm Golden,1,4
IMDb,Fading Storm Golden,1,0
IGN,Fading Storm Golden,1,2
Audience Choice,Fading Storm Golden,1,369
CinemaScore,Fading Storm Golden,1,49
Critic Circle,Fading Storm Golden,1,2
Roger Ebert,Fading Storm Golden,1,0
FilmAffinity,Fading Storm Golden,1,2
IMDb,Kingdom Silent,1,1
CinemaScore,Kingdom Silent,1,28
Roger Ebert,Kingdom Silent,1,2
FilmAffinity,Kingdom Silent,1,2
Metacritic,Kingdom Silent,1,92
Audience Choice,Kingdom Silent,1,745
Rotten Tomatoes,Kingdom Silent,1,88
IGN,Kingdom Silent,1,2
CinemaScore,Kingdom Silent,2,100
Rotten Tomatoes,Kingdom Silent,2,11
Audience Choice,Kingdom Silent,2,773
IMDb,Kingdom Silent,2,10
Metacritic,Kingdom Silent,2,71
IGN,Kingdom Silent,2,9
Roger Ebert,Kingdom Silent,2,4
FilmAffinity,Kingdom Silent,2,4
Critic Circle,Kingdom Silent,2,5
Metacritic,Kingdom Silent,3,6
FilmAffinity,Kingdom Silent,3,8
IMDb,Kingdom Silent,3,6
CinemaScore,Kingdom Silent,3,58
Critic Circle,Kingdom Silent,3,5
IGN,Kingdom Silent,3,9
Audience Choice,Kingdom Silent,3,465
Letterboxd,Kingdom Silent,3,5
Rotten Tomatoes,Kingdom Silent,3,73
CinemaScore,Hidden Nightfall,1,47
Critic Circle,Hidden Nightfall,1,4
FilmAffinity,Hidden Nightfall,1,10
IGN,Hidden Nightfall,1,4
Roger Ebert,Hidden Nightfall,1,0
Audience Choice,Hidden Nightfall,2,983
Metacritic,Hidden Nightfall,2,74
Critic Circle,Hidden Nightfall,2,4
IGN,Hidden Nightfall,2,5
Audience Choice,Sky Eternal,1,674
Rotten Tomatoes,Sky Eternal,1,11
CinemaScore,Sky Eternal,1,83
Letterboxd,Sky Eternal,1,5
IGN,Sky Eternal,2,3
IMDb,Sky Eternal,2,7
Roger Ebert,Sky Eternal,2,4
Audience Choice,Sky Eternal,2,907
Critic Circle,Sky Eternal,2,5
Rotten Tomatoes,Sky Eternal,2,23
Letterboxd,Sky Eternal,2,2
Metacritic,Sky Eternal,2,57
FilmAffinity,Sky Eternal,2,6
Roger Ebert,Sky Neon,1,1
IMDb,Sky Neon,1,0
Letterboxd,Sky Neon,1,2
CinemaScore,Sky Neon,1,25
Rotten Tomatoes,Sky Neon,1,13
Metacritic,Sky Neon,1,88
FilmAffinity,Sky Neon,1,10
Audience Choice,Sky Neon,1,635
Critic Circle,Sky Neon,1,5
Critic Circle,River Shadow Sky,2,2
IMDb,River Shadow Sky,2,4
CinemaScore,River Shadow Sky,2,28
Rotten Tomatoes,River Shadow Sky,2,3
IGN,River Shadow Sky,2,7
FilmAffinity,River Shadow Sky,2,9
Metacritic,River Shadow Sky,2,34
Letterboxd,River Shadow Sky,2,0
Roger Ebert,River Shadow Sky,3,3
Critic Circle,Magic Broken,1,3
Metacritic,Magic Broken,1,83
IGN,Magic Broken,1,3
Rotten Tomatoes,Magic Broken,1,4
Audience Choice,Magic Broken,1,129
Letterboxd,Magic Broken,1,1
FilmAffinity,Magic Broken,1,5
Critic Circle,Magic Broken,2,4
Metacritic,Magic Broken,2,68
CinemaScore,Magic Broken,2,84
Rotten Tomatoes,Magic Broken,2,38
IMDb,Magic Broken,2,6
Audience Choice,Magic Broken,2,946
Roger Ebert,Magic Broken,2,2
CinemaScore,Magic Broken,3,45
IMDb,Magic Broken,3,1
Critic Circle,Magic Broken,3,4
CinemaScore,Magic Broken,4,56
IGN,Magic Broken,4,6
Rotten Tomatoes,Magic Broken,4,80
Roger Ebert,Magic Broken,4,0
IMDb,Magic Broken,4,4
Metacritic,Magic Broken,4,39
Letterboxd,Magic Broken,4,2
FilmAffinity,Magic Broken,4,6
Metacritic,River Ancient Kingdom,1,1
Rotten Tomatoes,River Ancient Kingdom,1,34
CinemaScore,River Ancient Kingdom,1,14
FilmAffinity,River Ancient Kingdom,1,5
IGN,River Ancient Kingdom,1,3
Roger Ebert,River Ancient Kingdom,1,4
Letterboxd,River Ancient Kingdom,1,4
Critic Circle,River Ancient Kingdom,1,2
FilmAffinity,Shadow Phantom,1,6
IGN,Shadow Phantom,1,10
Roger Ebert,Shadow Phantom,1,2
Audience Choice,Shadow Phantom,1,546
Critic Circle,Shadow Phantom,1,1
Roger Ebert,Silent Wild,1,0
Rotten Tomatoes,Silent Wild,1,30
Critic Circle,Silent Wild,2,4
Letterboxd,Silent Wild,2,4
IGN,Silent Wild,2,2
Rotten Tomatoes,Silent Wild,2,98
CinemaScore,Silent Wild,2,48
Audience Choice,Silent Wild,2,476
Roger Ebert,Silent Wild,2,4
FilmAffinity,Silent Wild,2,4
Roger Ebert,Storm Secret,1,1
Rotten Tomatoes,Storm Secret,2,28
Critic Circle,Storm Secret,2,0
Metacritic,Phantom Kingdom Fading,1,95
Rotten Tomatoes,Phantom Kingdom Fading,1,87
Roger Ebert,Phantom Kingdom Fading,1,2
Audience Choice,Phantom Kingdom Fading,1,974
Letterboxd,Phantom Kingdom Fading,1,5
Metacritic,Phantom Kingdom Fading,2,4
Letterboxd,Phantom Kingdom Fading,2,2
Critic Circle,Phantom Kingdom Fading,2,2
CinemaScore,Phantom Kingdom Fading,2,0
IMDb,Phantom Kingdom Fading,2,4
Roger Ebert,Phantom Kingdom Fading,3,2
Critic Circle,Phantom Kingdom Fading,3,2
IGN,Phantom Kingdom Fading,3,7
Rotten Tomatoes,Phantom Kingdom Fading,3,28
CinemaScore,Phantom Kingdom Fading,3,56
IMDb,Phantom Kingdom Fading,3,8
Letterboxd,Phantom Kingdom Fading,3,4
FilmAffinity,Phantom Kingdom Fading,3,5
IMDb,Broken Star,1,7
Metacritic,Broken Star,1,30
IGN,Broken Star,1,5
FilmAffinity,Broken Star,1,10
Rotten Tomatoes,Broken Star,2,10
Audience Choice,Broken Star,2,986
CinemaScore,Broken Star,2,76
Roger Ebert,Broken Star,2,0
Letterboxd,Broken Star,2,5
FilmAffinity,Broken Star,2,10
Roger Ebert,Silent Ancient,1,4
IMDb,Silent Ancient,1,2
Metacritic,Silent Ancient,1,23
Critic Circle,Silent Ancient,1,3
Letterboxd,Silent Ancient,1,5
IGN,Silent Ancient,1,10
Rotten Tomatoes,Silent Ancient,1,33
Audience Choice,Past Star,3,446
FilmAffinity,Past Star,3,10
CinemaScore,Past Star,3,14
IGN,Past Star,3,2
IMDb,Past Star,3,9
Letterboxd,Past Star,3,0
Metacritic,Past Star,3,36
Roger Ebert,Past Star,3,3
Metacritic,Past Star,4,74
IMDb,Past Star,4,10
Critic Circle,Past Star,4,2
Audience Choice,Past Star,4,147
Letterboxd,Past Star,4,5
IGN,Past Star,4,4
CinemaScore,Past Star,4,88
Roger Ebert,Past Star,4,0
IMDb,Galaxy Phantom Future,1,9
Metacritic,Galaxy Phantom Future,1,95
Rotten Tomatoes,Galaxy Phantom Future,1,14
Roger Ebert,Galaxy Phantom Future,1,1
Letterboxd,Galaxy Phantom Future,2,1
FilmAffinity,Galaxy Phantom Future,2,3
Audience Choice,Galaxy Phantom Future,2,395
Letterboxd,Galaxy Phantom Future,3,1
Metacritic,Galaxy Phantom Future,3,10
FilmAffinity,Galaxy Phantom Future,3,9
Critic Circle,Galaxy Phantom Future,3,4
Letterboxd,Rising Eclipse,1,5
Roger Ebert,Rising Eclipse,1,2
Critic Circle,Rising Eclipse,1,5
Rotten Tomatoes,Rising Eclipse,1,97
Roger Ebert,Rising Eclipse,2,0
Audience Choice,Rising Eclipse,2,30
FilmAffinity,Rising Eclipse,2,2
Metacritic,Rising Eclipse,2,91
Rotten Tomatoes,Rising Eclipse,2,16
Critic Circle,Rising Eclipse,2,1
IGN,Rising Eclipse,2,8
IMDb,Rising Eclipse,2,7
Letterboxd,Rising Eclipse,2,4
Audience Choice,Rising Eclipse,3,751
Critic Circle,Rising Eclipse,3,3
Metacritic,Rising Eclipse,3,94
Rotten Tomatoes,Rising Eclipse,3,14
Roger Ebert,Rising Eclipse,3,3
Letterboxd,Rising Eclipse,3,1
IGN,Rising Eclipse,3,2
CinemaScore,Rising Eclipse,3,54
IGN,Rising Eclipse,4,8
CinemaScore,Rising Eclipse,4,83
FilmAffinity,Rising Eclipse,4,7
IGN,Crimson Voyager Future,1,9
IMDb,Crimson Voyager Future,1,2
Roger Ebert,Crimson Voyager Future,1,2
FilmAffinity,Crimson Voyager Future,1,9
Critic Circle,Crimson Voyager Future,2,2
Roger Ebert,Crimson Voyager Future,2,0
Letterboxd,Crimson Voyager Future,2,0
IGN,Crimson Voyager Future,2,7
FilmAffinity,Crimson Voyager Future,2,10
CinemaScore,Crimson Voyager Future,2,25
Roger Ebert,Crimson Voyager Future,3,0
CinemaScore,Crimson Voyager Future,3,49
IGN,Crimson Voyager Future,3,9
FilmAffinity,Crimson Voyager Future,3,10
Audience Choice,Crimson Voyager Future,3,201
Critic Circle,Crimson Voyager Future,3,0
Metacritic,Crimson Voyager Future,3,31
IMDb,Crimson Voyager Future,4,4
FilmAffinity,Crimson Voyager Future,4,0
CinemaScore,Crimson Voyager Future,4,35
Critic Circle,Crimson Voyager Future,4,0
Metacritic,Broken Whispers Legends,1,99
Rotten Tomatoes,Broken Whispers Legends,1,45
Roger Ebert,Broken Whispers Legends,1,3
IMDb,Broken Whispers Legends,1,10
FilmAffinity,Voyager Crystal,1,6
IGN,Voyager Crystal,1,6
Letterboxd,Voyager Crystal,1,0
Critic Circle,Voyager Crystal,1,4
IMDb,Voyager Crystal,1,2
Audience Choice,Voyager Crystal,1,896
Rotten Tomatoes,Voyager Crystal,1,92
Roger Ebert,Voyager Crystal,1,3
Letterboxd,Storm Magic,1,4
Metacritic,Storm Magic,1,50
CinemaScore,Storm Magic,1,84
FilmAffinity,Future Galaxy Silver,1,1
Audience Choice,Future Galaxy Silver,1,351
Roger Ebert,Future Galaxy Silver,1,0
Rotten Tomatoes,Future Galaxy Silver,1,48
CinemaScore,Future Galaxy Silver,1,78
IGN,Future Galaxy Silver,1,10
Metacritic,Kingdom Nightfall,1,39
CinemaScore,Kingdom Nightfall,1,30
Rotten Tomatoes,Kingdom Nightfall,1,75
Roger Ebert,Kingdom Nightfall,1,4
IMDb,Kingdom Nightfall,1,2
FilmAffinity,Kingdom Nightfall,1,1
Audience Choice,Kingdom Nightfall,1,893
Critic Circle,Kingdom Nightfall,1,1
FilmAffinity,Kingdom Nightfall,2,3
Roger Ebert,Kingdom Nightfall,2,3
IMDb,Kingdom Nightfall,2,0
Letterboxd,Kingdom Nightfall,2,1
Rotten Tomatoes,Kingdom Nightfall,2,97
IGN,Kingdom Nightfall,2,3
Critic Circle,Kingdom Nightfall,2,1
IGN,Kingdom Nightfall,3,8
Audience Choice,Kingdom Nightfall,3,612
Roger Ebert,Kingdom Nightfall,3,1
IMDb,Kingdom Nightfall,3,7
Letterboxd,Kingdom Nightfall,3,1
FilmAffinity,Kingdom Nightfall,3,5
IMDb,Dreams Kingdom,1,2
Audience Choice,Dreams Kingdom,1,826
Metacritic,Dreams Kingdom,1,59
Critic Circle,Dreams Kingdom,1,0
Critic Circle,Dreams Kingdom,2,5
IMDb,Dreams Kingdom,2,5
Rotten Tomatoes,Dreams Kingdom,2,4
Letterboxd,Dreams Kingdom,2,4
Rotten Tomatoes,Dreams Kingdom,4,98
IMDb,Dreams Kingdom,4,0
Letterboxd,Dreams Kingdom,4,0
FilmAffinity,Dreams Kingdom,4,2
Audience Choice,Dreams Kingdom,4,688
IGN,Dreams Kingdom,4,9
Roger Ebert,Magic Kingdom,1,2
CinemaScore,Magic Kingdom,2,69
Critic Circle,Magic Kingdom,2,2
Audience Choice,Magic Kingdom,2,718
Rotten Tomatoes,Magic Kingdom,2,23
Metacritic,Magic Kingdom,2,27
Roger Ebert,Magic Kingdom,2,3
Letterboxd,Magic Kingdom,2,0
FilmAffinity,Magic Kingdom,2,5
IGN,Magic Kingdom,2,10
IMDb,Magic Kingdom,3,0
Critic Circle,Magic Kingdom,3,3
Rotten Tomatoes,Magic Kingdom,3,73
Letterboxd,Magic Kingdom,3,5
Roger Ebert,Magic Kingdom,3,3
FilmAffinity,Magic Kingdom,3,4
Metacritic,Magic Kingdom,3,65
Letterboxd,Voyager Ancient Secret,1,4
Roger Ebert,Voyager Ancient Secret,1,1
FilmAffinity,Voyager Ancient Secret,1,1
CinemaScore,Voyager Ancient Secret,1,27
Metacritic,Voyager Ancient Secret,1,47
Critic Circle,Voyager Ancient Secret,1,4
Audience Choice,Voyager Ancient Secret,1,841
IMDb,Voyager Ancient Secret,1,9
IGN,Voyager Ancient Secret,1,4
Critic Circle,Secret Wild Eternal,1,5
Roger Ebert,Secret Wild Eternal,1,3
IMDb,Secret Wild Eternal,1,0
FilmAffinity,Secret Wild Eternal,1,2
Critic Circle,Secret Wild Eternal,2,5
IMDb,Secret Wild Eternal,2,6
IGN,Secret Wild Eternal,2,0
Metacritic,Secret Wild Eternal,2,95
Roger Ebert,Secret Wild Eternal,2,1
Audience Choice,Secret Wild Eternal,2,91
IGN,Secret Wild Eternal,4,0
Audience Choice,Secret Wild Eternal,4,920
IGN,Midnight Echo Shadow,1,4
FilmAffinity,Midnight Echo Shadow,1,7
Metacritic,Midnight Echo Shadow,1,83
Critic Circle,Midnight Echo Shadow,1,3
Rotten Tomatoes,Midnight Echo Shadow,1,79
CinemaScore,Midnight Echo Shadow,1,93
Roger Ebert,Midnight Echo Shadow,1,0
Audience Choice,Midnight Echo Shadow,1,658
IGN,Voyager Sky Storm,1,9
FilmAffinity,Voyager Sky Storm,1,1
Critic Circle,Voyager Sky Storm,1,2
IMDb,Voyager Sky Storm,1,1
Letterboxd,Voyager Sky Storm,1,1
FilmAffinity,Voyager Sky Storm,2,3
IMDb,Voyager Sky Storm,3,3
Audience Choice,Voyager Sky Storm,3,602
Critic Circle,Voyager Sky Storm,3,3
Letterboxd,Voyager Sky Storm,3,0
Rotten Tomatoes,Voyager Sky Storm,3,93
FilmAffinity,Voyager Sky Storm,3,9
Metacritic,Voyager Sky Storm,3,71
CinemaScore,Voyager Sky Storm,3,38
Critic Circle,Voyager Sky Storm,4,3
FilmAffinity,Voyager Sky Storm,4,10
Letterboxd,Voyager Sky Storm,4,1
Roger Ebert,Voyager Sky Storm,4,4
Metacritic,Star Silver,1,87
IGN,Star Silver,1,6
Critic Circle,Star Silver,1,3
Rotten Tomatoes,Star Silver,4,1
IMDb,Star Silver,4,2
Letterboxd,Kingdom Shadow,2,1
Audience Choice,Kingdom Shadow,2,577
Critic Circle,Kingdom Shadow,2,2
Roger Ebert,Kingdom Shadow,2,0
CinemaScore,Kingdom Shadow,2,42
Metacritic,Kingdom Shadow,2,0
Rotten Tomatoes,Kingdom Shadow,2,66
Critic Circle,River Fading Nightfall,1,4
Letterboxd,River Fading Nightfall,1,5
IMDb,Whispers Voyager,1,3
Rotten Tomatoes,Whispers Voyager,1,1
Roger Ebert,Whispers Voyager,1,1
IGN,Whispers Voyager,1,8
CinemaScore,Whispers Voyager,1,39
Critic Circle,Whispers Voyager,1,4
FilmAffinity,Whispers Voyager,1,8
Roger Ebert,Whispers Voyager,3,2
