stage_name,show_title,season_num,ep_num
Harper Johnson,Legends Whispers,4,5
Isabella Williams White,Legends Whispers,4,5
Lucas Gonzalez Nguyen,Legends Whispers,4,5
Olivia Miller Miller,Legends Whispers,4,5
Sophia Lopez Garcia,Legends Whispers,4,6
Emerald Reef,Legends Whispers,4,6
Emerald Rider,Legends Whispers,4,6
Isabella Anderson,Legends Whispers,4,7
Mason Hernandez,Legends Whispers,4,7
Jack Garcia,Legends Whispers,4,7
Ella Anderson,Legends Whispers,4,7
Logan Martinez,Legends Whispers,4,8
Jack Wilson,Legends Whispers,4,8
Rusty Sage,Legends Whispers,4,8
Eternal Bolt,Legends Whispers,4,9
Swift Voyager,Legends Whispers,4,9
Emma Garcia Jr,Legends Whispers,4,9
Ava Wilson,Legends Whispers,4,10
Iron Hawk,Legends Whispers,4,10
Silver Blaze,Legends Whispers,4,10
Ella Garcia Nguyen,Legends Whispers,4,11
Dynamic Spark,Voyager Horizon Whispers,1,1
Liam Jones Smith,Voyager Horizon Whispers,1,1
Liam Jackson,Voyager Horizon Whispers,1,2
Ella Moore,Voyager Horizon Whispers,1,2
Mason Garcia,Voyager Horizon Whispers,1,3
Vivid Jade,Voyager Horizon Whispers,1,3
Lucas Brown Jr,Voyager Horizon Whispers,1,3
Blazing Canyon,Voyager Horizon Whispers,1,4
Lucas Anderson,Voyager Horizon Whispers,1,4
Sophia Rodriguez,Voyager Horizon Whispers,1,4
Ethan Martinez,Voyager Horizon Whispers,1,5
Mia Taylor,Voyager Horizon Whispers,1,5
Shadow Quest,Voyager Horizon Whispers,1,5
Lucky Knight,Voyager Horizon Whispers,1,6
Mia Hernandez,Voyager Horizon Whispers,1,6
Frost Falcon,Voyager Horizon Whispers,1,6
Jack Wilson,Voyager Horizon Whispers,1,7
Frozen Shadow,Voyager Horizon Whispers,1,7
Fierce Canyon,Voyager Horizon Whispers,1,7
Isabella Lopez,Voyager Horizon Whispers,1,8
Noble Star,Voyager Horizon Whispers,1,9
Emerald Reef,Voyager Horizon Whispers,1,9
Royal Sage,Voyager Horizon Whispers,1,10
Mia Moore,Voyager Horizon Whispers,1,10
Henry Gonzalez Johnson,Voyager Horizon Whispers,1,10
Crystal Phoenix,Voyager Horizon Whispers,1,10
Crystal Phoenix,Voyager Horizon Whispers,2,1
Mia Rodriguez,Voyager Horizon Whispers,2,1
Golden Pulse,Voyager Horizon Whispers,2,1
Luna Taylor Brown,Voyager Horizon Whispers,2,1
James Miller,Voyager Horizon Whispers,2,2
Eternal Path,Voyager Horizon Whispers,2,3
Ella Moore,Voyager Horizon Whispers,2,3
Sophia Smith,Voyager Horizon Whispers,2,4
Ethan Hernandez,Voyager Horizon Whispers,2,5
James Williams,Voyager Horizon Whispers,2,5
Luna Hernandez,Voyager Horizon Whispers,2,5
Urban Trace,Voyager Horizon Whispers,2,6
Harper Jones,Voyager Horizon Whispers,2,6
Sophia Garcia Jr,Voyager Horizon Whispers,2,6
Olivia Williams Johnson,Voyager Horizon Whispers,2,7
Ella Garcia Nguyen,Voyager Horizon Whispers,2,7
Ethan Miller Miller,Voyager Horizon Whispers,2,7
Noah Martinez Kim,Voyager Horizon Whispers,2,8
Logan Johnson Davis,Voyager Horizon Whispers,2,8
Cinder Blaze,Voyager Horizon Whispers,2,8
Ella Moore,Voyager Horizon Whispers,2,9
Mia Martin,Voyager Horizon Whispers,3,1
Midnight Crest Jr,Voyager Horizon Whispers,3,1
Cosmic Rocket,Voyager Horizon Whispers,3,1
Luna Wilson,Voyager Horizon Whispers,3,2
Prime Rebel,Voyager Horizon Whispers,3,2
Jack Martin Thompson,Voyager Horizon Whispers,3,3
James Moore Johnson,Voyager Horizon Whispers,3,3
Iron Echo,Voyager Horizon Whispers,3,3
Mason Taylor,Voyager Horizon Whispers,3,3
Luna Anderson White,Voyager Horizon Whispers,3,4
Ethan Wilson Garcia,Voyager Horizon Whispers,3,5
Olivia Jones,Voyager Horizon Whispers,3,6
Urban Dragon,Voyager Horizon Whispers,3,6
Sophia Martinez,Voyager Horizon Whispers,3,6
Ava Brown,Voyager Horizon Whispers,3,7
Olivia Martinez,Voyager Horizon Whispers,3,7
Harper Brown Nguyen,Voyager Horizon Whispers,3,7
Solar Rider,Voyager Horizon Whispers,3,7
Dynamic Lion,Voyager Horizon Whispers,3,8
Shadow Gale,Voyager Horizon Whispers,3,8
Crimson Token,Voyager Horizon Whispers,3,9
Luna Jones Jr,Voyager Horizon Whispers,3,9
Velvet Falcon,Voyager Horizon Whispers,3,9
Neon Pulse,Voyager Horizon Whispers,3,9
Jack Jones,Voyager Horizon Whispers,3,10
Velvet Falcon,Voyager Horizon Whispers,3,10
James Williams,Voyager Horizon Whispers,3,10
Ella Thomas,Voyager Horizon Whispers,3,10
Liam Davis Jr,Voyager Horizon Whispers,4,1
Ella Moore,Voyager Horizon Whispers,4,1
Olivia Lopez,Voyager Horizon Whispers,4,2
Frost Raven,Voyager Horizon Whispers,4,2
Dynamic Lion,Voyager Horizon Whispers,4,2
Ivory Wolf,Voyager Horizon Whispers,4,3
Luna Jackson,Voyager Horizon Whispers,4,3
Quantum Reef,Voyager Horizon Whispers,4,3
Chrome Star,Voyager Horizon Whispers,4,4
Liam Smith White,Voyager Horizon Whispers,4,4
Noah Williams,Voyager Horizon Whispers,4,5
Crimson Token,Voyager Horizon Whispers,4,5
Mason Martinez,Voyager Horizon Whispers,4,5
Ella Anderson,Voyager Horizon Whispers,4,5
Noah Williams,Voyager Horizon Whispers,4,6
Amelia Jones,Voyager Horizon Whispers,4,6
Sophia Lopez Garcia,Voyager Horizon Whispers,4,6
Isabella Lopez,Voyager Horizon Whispers,4,6
Neon Reef,Future Crimson,1,1
Lucas Gonzalez Nguyen,Future Crimson,1,1
Mia Moore,Future Crimson,1,1
Electric Echo,Future Crimson,1,1
Ella Williams,Future Crimson,1,2
Olivia Taylor,Future Crimson,1,3
Mason Garcia,Future Crimson,1,3
Harper Johnson,Future Crimson,1,3
Logan Martinez,Future Crimson,1,3
Harper Brown,Future Crimson,1,4
Rusty Rocket,Future Crimson,1,4
Liam Anderson,Future Crimson,1,4
Isabella Gonzalez,Future Crimson,1,4
Jack Lopez,Future Crimson,1,5
Neon Brook,Future Crimson,1,5
Midnight Lion,Future Crimson,1,6
Ivory Specter,Future Crimson,1,6
Ethan Miller,Future Crimson,1,7
Midnight Crest,Future Crimson,1,7
Henry Lopez,Future Crimson,1,7
Noble Reef,Future Crimson,1,7
Cosmic Rocket,Future Crimson,1,8
Logan Anderson,Future Crimson,1,8
Liam Davis Moore,Future Crimson,1,8
Prime Shadow,Future Crimson,2,1
Mia Taylor Garcia,Future Crimson,2,1
Frozen Rune,Future Crimson,2,1
Isabella Jackson,Future Crimson,2,1
Urban Trace,Future Crimson,2,2
Liam Davis Moore,Future Crimson,2,2
Mason Wilson,Future Crimson,2,2
Ava Smith,Future Crimson,2,3
Mason Martinez,Future Crimson,2,3
Luna Garcia,Future Crimson,2,3
Rapid Echo,Future Crimson,2,3
Shadow Gale,Future Crimson,2,4
John Martin,Future Crimson,2,5
Isabella Williams White,Future Crimson,2,5
Emma Gonzalez,Future Crimson,2,5
Liam Garcia Kim,Future Crimson,2,5
Emma Gonzalez,Future Crimson,2,6
Ella Williams,Future Crimson,3,1
Liam Jones Smith,Future Crimson,3,1
James Miller Smith,Future Crimson,3,2
Liam Martinez,Future Crimson,3,3
Luna Jones,Future Crimson,3,3
Fierce Path,Future Crimson,3,3
Henry Davis Jr,Future Crimson,3,3
Mason Hernandez,Future Crimson,3,4
Emerald Rider,Future Crimson,3,4
Harper Lopez,Future Crimson,3,5
Luna Lopez,Future Crimson,3,5
Eternal Sage,Future Crimson,3,5
Isabella Johnson,Future Crimson,3,5
Crimson Forge,Future Crimson,3,6
Amelia Hernandez,Future Crimson,3,6
Noah Moore,Future Crimson,3,6
Luna Jones Jr,Future Crimson,3,6
Noah Moore,Echo Magic Fury,1,1
Amelia Hernandez,Echo Magic Fury,1,1
Ethan Wilson Garcia,Echo Magic Fury,1,1
Logan Johnson Davis,Echo Magic Fury,1,1
Stormy River,Echo Magic Fury,1,2
Dynamic Quest,Echo Magic Fury,1,3
John Hernandez,Echo Magic Fury,1,3
Mia Jackson,Echo Magic Fury,1,3
Harper Rodriguez Moore,Echo Magic Fury,1,3
Liam Jackson Jr,Echo Magic Fury,1,4
Mia Hernandez,Echo Magic Fury,1,4
Ella Garcia Davis,Echo Magic Fury,1,5
Fierce Dancer,Echo Magic Fury,1,6
Dynamic Raven,Echo Magic Fury,1,7
Turbo Quest,Echo Magic Fury,1,7
Olivia Brown Jr,Crystal Midnight,1,1
Urban Quest,Crystal Midnight,1,2
Liam Johnson,Crystal Midnight,1,2
Ella Anderson,Crystal Midnight,1,2
Ivory Knight,Crystal Midnight,1,2
Frozen Rune,Crystal Midnight,1,3
Mason Jones,Crystal Midnight,1,3
Chrome Phoenix,Crystal Midnight,1,4
Mason Moore,Crystal Midnight,1,4
Ella Johnson,Crystal Midnight,1,4
Turbo Pulse,Crystal Midnight,1,5
Lucas Gonzalez,Crystal Midnight,1,5
Mason Gonzalez,Crystal Midnight,1,5
Ava Wilson,Crystal Midnight,1,6
Liam Davis Jr,Crystal Midnight,1,6
Crimson Token,Crystal Midnight,1,7
James Thomas,Crystal Midnight,1,7
Lucas Lopez,Crystal Midnight,1,8
Crystal Phoenix,Crystal Midnight,1,8
Lucas Williams,Crystal Midnight,1,8
Olivia Williams Johnson,Crystal Midnight,1,8
Mia Rodriguez,River Future Eclipse,1,1
Logan Gonzalez,River Future Eclipse,1,1
Harper Martin,River Future Eclipse,1,2
Vivid Jade,River Future Eclipse,1,2
Rapid River,River Future Eclipse,1,2
Midnight Crest,River Future Eclipse,1,2
Noble Star,River Future Eclipse,1,3
Lunar Nimbus,River Future Eclipse,1,3
Ethan Rodriguez,River Future Eclipse,1,4
Emma Garcia Jr,River Future Eclipse,1,5
Cinder Canyon,River Future Eclipse,1,6
Lucas Rodriguez,River Future Eclipse,1,6
Mason Moore,River Future Eclipse,1,6
Isabella Jackson,River Future Eclipse,1,7
Iron Hawk,River Future Eclipse,1,7
Frozen Dawn,River Future Eclipse,2,1
Liam Smith White,River Future Eclipse,2,1
Luna Lopez,River Future Eclipse,2,1
Stormy River,River Future Eclipse,2,2
Luna Thomas,River Future Eclipse,2,2
Emma Williams,River Future Eclipse,2,2
Olivia Taylor Davis,River Future Eclipse,2,2
Lucas Williams,River Future Eclipse,2,3
Silent Storm,River Future Eclipse,2,3
Frost River,River Future Eclipse,2,3
Emerald Path,River Future Eclipse,2,3
Mystic Path,River Future Eclipse,2,4
Sophia Gonzalez,River Future Eclipse,2,4
Lucas Rodriguez Jr,River Future Eclipse,2,5
Ethan Thomas,River Future Eclipse,2,5
Blazing Trace,River Future Eclipse,2,5
Logan Rodriguez Smith,River Future Eclipse,2,5
Emma Garcia,River Future Eclipse,2,6
Emma Williams,River Future Eclipse,2,6
Ella Lopez,River Future Eclipse,2,7
Frozen Specter,River Future Eclipse,2,7
Quantum Jade,River Future Eclipse,2,7
Ultra Hawk,River Future Eclipse,2,7
Ethan Jackson Jr,River Future Eclipse,3,1
Cinder Sage,River Future Eclipse,3,1
Isabella Jones,River Future Eclipse,3,2
Luna Brown,River Future Eclipse,3,3
Liam Jones Smith,River Future Eclipse,3,3
Bronze Raven,River Future Eclipse,3,4
Blazing Trace,River Future Eclipse,3,4
Luna Taylor,River Future Eclipse,3,5
Emma Garcia,River Future Eclipse,3,6
Iron Whisper,River Future Eclipse,3,6
Harper Smith,River Future Eclipse,3,6
Henry Taylor Johnson,Voyager Star Broken,1,1
Olivia Taylor Davis,Voyager Star Broken,1,1
Velvet Canyon,Voyager Star Broken,1,1
Mason Gonzalez,Voyager Star Broken,1,1
Vivid River,Voyager Star Broken,1,2
Cinder Canyon,Voyager Star Broken,1,3
Dynamic Spark,Voyager Star Broken,1,3
Swift Pulse,Voyager Star Broken,1,3
Ava Williams,Voyager Star Broken,1,4
Mason Garcia,Voyager Star Broken,1,4
Noah Taylor,Voyager Star Broken,1,5
Olivia Smith Jr,Voyager Star Broken,1,5
Isabella Johnson,Voyager Star Broken,1,5
Henry Thomas,Voyager Star Broken,1,6
Noah Miller,Voyager Star Broken,1,6
Noah Wilson,Voyager Star Broken,1,6
Silent Shade Jr,Voyager Star Broken,1,6
Isabella Gonzalez,Voyager Star Broken,1,7
Mia Jones,Voyager Star Broken,1,8
Royal Sage,Voyager Star Broken,1,9
Luna Jackson,Voyager Star Broken,1,9
Fierce Gale,Voyager Star Broken,1,9
Ultra Bolt,Voyager Star Broken,1,9
Lucas Gonzalez,Voyager Star Broken,1,10
Cinder Blaze,Voyager Star Broken,1,10
Emma Davis Jr,Voyager Star Broken,1,10
Ivory Spark,Voyager Star Broken,2,1
Electric Echo,Voyager Star Broken,2,2
Lunar Echo,Voyager Star Broken,2,2
Ella Johnson,Voyager Star Broken,2,2
Wild Whisper,Voyager Star Broken,2,3
Emerald Reef,Voyager Star Broken,2,3
Sophia Williams,Voyager Star Broken,2,4
Emma Williams Jr,Voyager Star Broken,2,5
Ella Garcia,Voyager Star Broken,2,5
Olivia Bones,Voyager Star Broken,2,5
Olivia Smith,Voyager Star Broken,2,6
Bronze Raven,Voyager Star Broken,2,6
Sophia Martinez Davis,Voyager Star Broken,2,6
Crystal Phoenix,Voyager Star Broken,2,6
Sophia Martinez,Voyager Star Broken,2,7
Ella Moore Johnson,Voyager Star Broken,2,7
Lunar Gale,Voyager Star Broken,2,7
Velvet Falcon,Voyager Star Broken,2,8
Emma Garcia Jr,Voyager Star Broken,3,1
Ava Smith,Voyager Star Broken,3,1
Swift Voyager,Voyager Star Broken,3,1
Lunar Gale,Voyager Star Broken,3,2
Mason Jackson,Voyager Star Broken,3,2
Emma Williams Jr,Voyager Star Broken,3,2
Olivia Brown,Voyager Star Broken,3,3
Phantom Hawk,Voyager Star Broken,3,4
Noah Moore,Voyager Star Broken,3,4
Wild Whisper,Voyager Star Broken,3,4
Luna Lopez,Voyager Star Broken,3,4
Luna Wilson,Voyager Star Broken,3,5
Ella Anderson,Voyager Star Broken,3,5
Mason Hernandez Johnson,Voyager Star Broken,3,5
Noah Thomas,Voyager Star Broken,3,6
Logan Rodriguez,Voyager Star Broken,3,6
Mia Williams,Voyager Star Broken,3,7
Neon Crest,Voyager Star Broken,3,7
Phantom Hawk,Voyager Star Broken,3,8
Scarlet Blaze,Voyager Star Broken,3,8
Henry Brown Jr,Voyager Star Broken,3,8
Wild Dancer,Voyager Star Broken,3,8
Mason Miller,Voyager Star Broken,3,9
Electric Canyon,Voyager Star Broken,3,9
Henry Williams,Voyager Star Broken,3,9
Jack Wilson Garcia,Fading Sky Crimson,1,1
Harper Martin,Fading Sky Crimson,1,1
Emerald Path,Fading Sky Crimson,1,1
Olivia Lopez Jr,Fading Sky Crimson,1,1
Jack Garcia,Fading Sky Crimson,1,2
Crimson Forge,Fading Sky Crimson,1,2
Amelia Garcia,Fading Sky Crimson,1,2
Velvet Brook,Fading Sky Crimson,1,3
Shadow Gale,Fading Sky Crimson,1,3
Harper Rodriguez,Fading Sky Crimson,1,3
Sophia Martinez Davis,Fading Sky Crimson,1,4
Amelia Anderson,Fading Sky Crimson,1,5
Olivia Rodriguez,Fading Sky Crimson,1,6
Emma Garcia,Fading Sky Crimson,1,6
Sophia Garcia Jr,Fading Sky Crimson,1,6
Ethan Rodriguez,Fading Sky Crimson,1,6
Emerald Reef,Fading Sky Crimson,1,7
Sophia Williams,Fading Sky Crimson,1,7
Turbo Knight,Fading Sky Crimson,1,8
Amelia Garcia,Fading Sky Crimson,1,8
Amelia Thomas,Fading Sky Crimson,1,9
Rapid Lion,Fading Sky Crimson,1,9
Sophia Garcia,Fading Sky Crimson,1,9
Shadow Lion,Fading Sky Crimson,1,10
Sophia Williams,Fading Sky Crimson,1,10
John Rodriguez,Fading Sky Crimson,1,11
Luna Anderson White,Fading Sky Crimson,2,1
Amelia Gonzalez,Fading Sky Crimson,2,1
Swift Crest,Fading Sky Crimson,2,2
Henry Taylor Johnson,Fading Sky Crimson,2,2
Isabella Rodriguez,Fading Sky Crimson,2,2
Velvet Canyon,Fading Sky Crimson,2,3
Mia Johnson,Fading Sky Crimson,2,3
Royal Shade,Fading Sky Crimson,2,3
Urban Dragon,Fading Sky Crimson,2,4
Sophia Martinez,Fading Sky Crimson,2,4
Liam Anderson,Fading Sky Crimson,2,4
Liam Johnson,Fading Sky Crimson,2,5
Noah Miller,Fading Sky Crimson,2,6
Fierce Specter,Fading Sky Crimson,2,7
Emma Davis,Fading Sky Crimson,2,7
James Jones,Fading Sky Crimson,2,8
Velvet Falcon,Fading Sky Crimson,2,8
Mia Garcia,Fading Sky Crimson,2,8
Emerald Pilot,Fading Sky Crimson,2,9
Velvet Forge,Fading Sky Crimson,2,9
Rusty Rocket,Fading Sky Crimson,2,10
Isabella Williams White,Fading Sky Crimson,2,10
Cinder Rocket,Fading Sky Crimson,2,10
Henry Martin,Fading Sky Crimson,2,10
Lunar Brook,Whispers Storm,1,1
Isabella Jones,Whispers Storm,1,2
Liam Smith,Whispers Storm,1,2
Olivia Anderson,Whispers Storm,1,2
Liam Taylor Jr,Whispers Storm,1,3
Royal Sage,Whispers Storm,1,3
Logan Johnson Davis,Whispers Storm,1,4
Stormy Forge,Whispers Storm,1,4
Olivia Taylor Davis,Whispers Storm,1,4
Swift Knight,Whispers Storm,1,5
Turbo Brook,Whispers Storm,1,5
Chrome Storm,Whispers Storm,1,5
Velvet Phoenix,Whispers Storm,1,6
Dynamic Pulse,Whispers Storm,1,7
Olivia Smith,Whispers Storm,1,8
Harper Taylor,Whispers Storm,2,1
Sophia Lopez,Whispers Storm,2,2
Olivia Smith Jr,Whispers Storm,2,2
Olivia Bones,Whispers Storm,2,2
James Taylor,Whispers Storm,2,2
Harper Garcia Davis,Whispers Storm,2,3
Crystal Phoenix,Whispers Storm,2,3
Onyx Viper,Whispers Storm,2,3
Crystal Tiger,Whispers Storm,2,4
Logan Garcia,Whispers Storm,2,4
Luna Anderson Jr,Whispers Storm,2,4
Olivia Lopez Jr,Whispers Storm,2,5
Shadow Quest,Whispers Storm,2,5
Emerald Pilot,Whispers Storm,2,5
Luna Jones Jr,Whispers Storm,2,5
Ella Garcia Davis,Whispers Storm,2,6
Solar Rider,Whispers Storm,2,7
Amelia Davis,Whispers Storm,2,7
Emma Rodriguez,Whispers Storm,2,7
Lunar Echo,Whispers Storm,3,1
Olivia Lopez,Whispers Storm,3,1
Wild Reef,Whispers Storm,3,2
Quantum Jade,Whispers Storm,3,2
Sophia Martinez,Whispers Storm,3,3
Sophia Williams Johnson,Whispers Storm,3,3
James Taylor,Whispers Storm,3,3
Jack Williams,Whispers Storm,3,4
John Smith,Whispers Storm,3,4
Logan Williams,Whispers Storm,3,4
Jack Johnson,Whispers Storm,3,5
Swift Pulse,Whispers Storm,3,5
Swift Voyager,Whispers Storm,3,5
Crimson Crest,Whispers Storm,3,5
Liam Jones,Whispers Storm,3,6
Liam Garcia Kim,Whispers Storm,3,7
Turbo Knight,Whispers Storm,3,7
Mason Taylor,Whispers Storm,3,8
Harper Lopez,Whispers Storm,3,8
Luna Martinez,Whispers Storm,3,8
Turbo Quest,Whispers Storm,3,8
Logan Taylor,Fury Phantom Eternal,1,1
Mason Hernandez Johnson,Fury Phantom Eternal,1,1
Lucky Dawn,Fury Phantom Eternal,1,2
Eternal Path,Fury Phantom Eternal,1,2
Shadow Quest,Fury Phantom Eternal,1,2
John Rodriguez,Fury Phantom Eternal,1,2
Quantum Jade,Fury Phantom Eternal,1,3
Mia Martin,Fury Phantom Eternal,1,3
Mason Jackson Miller,Fury Phantom Eternal,1,3
Stormy Crest,Fury Phantom Eternal,1,3
Jack Smith,Fury Phantom Eternal,1,4
Phantom Hawk,Fury Phantom Eternal,1,5
Golden Pilot,Fury Phantom Eternal,1,5
Frost Falcon,Fury Phantom Eternal,1,5
James Smith,Fury Phantom Eternal,1,6
Ethan Anderson,Fury Phantom Eternal,2,1
Emerald Rider,Fury Phantom Eternal,2,1
Isabella Lopez,Fury Phantom Eternal,2,1
Emma Davis,Fury Phantom Eternal,2,2
Dynamic Lion,Fury Phantom Eternal,2,2
James Jones,Fury Phantom Eternal,2,2
Henry Jackson,Fury Phantom Eternal,2,2
Liam Garcia Johnson,Fury Phantom Eternal,2,3
Frozen River,Fury Phantom Eternal,2,3
Jack Wilson Garcia,Fury Phantom Eternal,2,4
John Jones,Fury Phantom Eternal,2,4
Henry Martin,Fury Phantom Eternal,2,4
Emma Rodriguez,Fury Phantom Eternal,2,5
Olivia Moore,Fury Phantom Eternal,2,5
Silent Shade Jr,Fury Phantom Eternal,2,6
Henry Thomas,Fury Phantom Eternal,2,6
Golden Pilot,Fury Phantom Eternal,2,7
Mia Jones,Fury Phantom Eternal,3,1
Royal Sage,Fury Phantom Eternal,3,1
Harper Anderson,Fury Phantom Eternal,3,2
Quantum Jade,Fury Phantom Eternal,3,3
Emma Moore,Fury Phantom Eternal,3,3
Noah Martinez,Fury Phantom Eternal,3,3
Olivia Martin,Fury Phantom Eternal,3,3
Noah Martinez,Fury Phantom Eternal,3,4
Midnight Wolf,Fury Phantom Eternal,3,4
Midnight Crest,Fury Phantom Eternal,3,5
Wild Trace,Fury Phantom Eternal,3,5
Noah Wilson,Fury Phantom Eternal,3,5
Swift Pulse,Fury Phantom Eternal,3,6
Harper Taylor Jr,Fury Phantom Eternal,3,6
Lucas Lopez,Fury Phantom Eternal,3,6
Shadow Quest,Fury Phantom Eternal,3,7
Mia Jones,Fury Phantom Eternal,3,7
Ella Martinez,Fury Phantom Eternal,3,7
Swift Knight,Fury Phantom Eternal,3,7
Henry Gonzalez,Fury Phantom Eternal,3,8
Harper Lopez,Fury Phantom Eternal,3,8
Noah Martinez Kim,Fury Phantom Eternal,3,8
Urban Rebel,Fury Phantom Eternal,3,9
Emma Miller,Fury Phantom Eternal,3,9
Lucas Rodriguez Jr,Fury Phantom Eternal,3,10
Cinder Canyon,Fury Phantom Eternal,3,10
James Miller Smith,Fury Phantom Eternal,3,11
Dynamic Quest,Fury Phantom Eternal,3,11
Jack Martin Kim,Fury Phantom Eternal,3,11
Ivory Hawk,Golden Fury Dreams,1,1
Amelia Miller,Golden Fury Dreams,1,2
Mia Johnson Jr,Golden Fury Dreams,1,2
Fierce Raven,Golden Fury Dreams,1,3
Logan Miller,Golden Fury Dreams,1,4
Shadow Lion,Golden Fury Dreams,1,5
Olivia Brown Jr,Golden Fury Dreams,1,6
Wild Gale,Golden Fury Dreams,1,6
Lunar Nimbus,Golden Fury Dreams,1,6
Noah Taylor,Golden Fury Dreams,2,1
Mia Gonzalez,Golden Fury Dreams,2,2
Solar Rider,Golden Fury Dreams,2,3
Liam Davis Jr,Golden Fury Dreams,2,4
Crystal Comet,Golden Fury Dreams,2,4
Fierce Comet,Golden Fury Dreams,2,4
Mia Davis,Golden Fury Dreams,2,4
Prime Shade,Golden Fury Dreams,2,5
Amelia Gonzalez,Golden Fury Dreams,2,5
Lucas Anderson,Golden Fury Dreams,2,6
Wild Brook,Golden Fury Dreams,2,6
Electric Token,Golden Fury Dreams,2,7
Mia Martinez,Golden Fury Dreams,2,7
Lucas Gonzalez Nguyen,Golden Fury Dreams,2,7
Jack Thomas,Golden Fury Dreams,2,8
Ava Jones,Golden Fury Dreams,2,9
Atomic Wolf,Golden Fury Dreams,2,9
Golden Star,Golden Fury Dreams,2,9
Wild Brook,Golden Fury Dreams,2,9
Prime Gale,Golden Fury Dreams,2,10
Ethan Wilson Garcia,Golden Fury Dreams,2,10
Liam Smith White,Golden Fury Dreams,2,10
Liam Anderson,Golden Fury Dreams,3,1
Ivory Rider,Golden Fury Dreams,3,1
Electric Echo,Golden Fury Dreams,3,1
Crystal Reef,Golden Fury Dreams,3,1
Jack Lopez Jr,Golden Fury Dreams,3,2
Bronze Viper,Golden Fury Dreams,3,3
Shadow Gale,Golden Fury Dreams,3,3
Noble Star,Golden Fury Dreams,3,4
Crimson Crest,Golden Fury Dreams,3,4
Logan Williams,Golden Fury Dreams,3,5
Noble Shadow,Golden Fury Dreams,3,5
Midnight Lion,Golden Fury Dreams,3,5
Henry Thomas Jr,Golden Fury Dreams,3,6
Neon Brook,Golden Fury Dreams,3,7
Wild Shadow,Golden Fury Dreams,3,8
Henry Smith,Golden Fury Dreams,3,8
Henry Martin,Golden Fury Dreams,3,9
Ivory Wolf,Golden Fury Dreams,3,9
Liam Taylor Jr,Golden Fury Dreams,3,10
Iron Hawk,Golden Fury Dreams,3,10
Liam Johnson,Eternal Secret,1,1
Dynamic Spark,Eternal Secret,1,1
Mia Taylor Garcia,Eternal Secret,1,1
Rusty Sage,Eternal Secret,1,2
Luna Anderson White,Eternal Secret,1,2
Ivory Rocket,Eternal Secret,1,2
Lunar Gale,Eternal Secret,1,2
Olivia Moore,Eternal Secret,1,3
Cinder Sage,Eternal Secret,1,4
Mia Jones,Eternal Secret,1,4
Jack Martin Kim,Eternal Secret,1,4
Harper Brown Jr,Eternal Secret,1,5
Noah Martin,Eternal Secret,1,5
Olivia Rodriguez,Eternal Secret,1,5
Logan Martinez,Eternal Secret,1,5
Liam Jones,Eternal Secret,1,6
Henry Williams,Eternal Secret,1,6
Ivory Wolf,Eternal Secret,2,1
Jack Garcia,Eternal Secret,2,2
Luna Taylor Brown,Eternal Secret,2,2
Emma Garcia,Eternal Secret,2,2
Scarlet Comet,Eternal Secret,2,2
Blazing Trace,Eternal Secret,2,3
Ella Moore,Eternal Secret,2,3
Velvet Canyon,Eternal Secret,2,3
John Rodriguez,Eternal Secret,2,4
